Text,Date
"My great friends from NASCAR are having their big race today, The Daytona 500. Brian France and the France family are special people. Enjoy the race!",Sun Feb 18 19:13:02 +0000 2018
"Thank you to KenStarr, former Independent Counsel, Whitewater, for your insight and powerful words on FISA abuse, Russian meddling etc. Really great interview with @MariaBartiromo",Sun Feb 18 17:10:32 +0000 2018
"If it was the GOAL of Russia to create discord, disruption and chaos within the U.S. then, with all of the Committee Hearings, Investigations and Party hatred, they have succeeded beyond their wildest dreams. They are laughing their asses off in Moscow. Get smart America!",Sun Feb 18 13:11:28 +0000 2018
"Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election, he is probably doing so as yet another excuse that the Democrats, lead by their fearless leader, Crooked Hillary Clinton, lost the 2016 election. But wasnt I a great candidate?",Sun Feb 18 12:43:48 +0000 2018
"I never said Russia did not meddle in the election, I said it may be Russia, or China or another country or group, or it may be a 400 pound genius sitting in bed and playing with his computer. The Russian hoax was that the Trump campaign colluded with Russia - it never did!",Sun Feb 18 12:33:16 +0000 2018
"Finally, Liddle Adam Schiff, the leakin monster of no control, is now blaming the Obama Administration for Russian meddling in the 2016 Election. He is finally right about something. Obama was President, knew of the threat, and did nothing. Thank you Adam!",Sun Feb 18 12:22:29 +0000 2018
"General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians and that the only Collusion was between Russia and Crooked H, the DNC and the Dems. Remember the Dirty Dossier, Uranium, Speeches, Emails and the Podesta Company!",Sun Feb 18 04:22:48 +0000 2018
Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable. They are spending too much time trying to prove Russian collusion with the Trump campaign - there is no collusion. Get back to the basics and make us all proud!,Sun Feb 18 04:08:45 +0000 2018
"I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main goal.
Rob Goldman
Vice President of Facebook Ads https://t.co/A5ft7cGJkE",Sat Feb 17 20:16:39 +0000 2018
"Funny how the Fake News Media doesnt want to say that the Russian group was formed in 2014, long before my run for President. Maybe they knew I was going to run even though I didnt know!",Sat Feb 17 19:46:48 +0000 2018
"Charges Deal Don A Big Win, written by Michael Goodwin of the @nypost, succinctly states that the Russians had no impact on the election results. There was no Collusion with the Trump Campaign. She lost the old-fashioned way, by being a terrible candidate. Case closed.",Sat Feb 17 19:26:13 +0000 2018
"Russia started their anti-US campaign in 2014, long before I announced that I would run for President. The results of the election were not impacted. The Trump campaign did nothing wrong - no collusion!",Fri Feb 16 20:18:11 +0000 2018
"According to the @nytimes, a Russian sold phony secrets on Trump to the U.S. Asking price was $10 million, brought down to $1 million to be paid over time. I hope people are now seeing &amp; understanding what is going on here. It is all now starting to come out - DRAIN THE SWAMP!",Sat Feb 10 15:20:05 +0000 2018
Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did not want a paper trail on a private meeting (in London) he requested with Steele of fraudulent Dossier fame. All tied into Crooked Hillary.,Fri Feb 09 03:22:53 +0000 2018
"I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East.",Thu Feb 08 18:44:00 +0000 2018
Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean people have built is truly an inspiration! https://t.co/giN2B1h6Ph,Wed Feb 07 22:13:16 +0000 2018
Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that you are a truly GREAT NATION! https://t.co/aboM2Up48y,Wed Feb 07 18:01:05 +0000 2018
"Great jobs numbers and finally, after many years, rising wages- and nobody even talks about them. Only Russia, Russia, Russia, despite the fact that, after a year of looking, there is No Collusion!",Sun Feb 04 00:26:23 +0000 2018
"This memo totally vindicates Trump in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion and there was no Obstruction (the word now used because, after one year of looking endlessly and finding NOTHING, collusion is dead). This is an American disgrace!",Sat Feb 03 14:40:27 +0000 2018
"Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!",Tue Jan 16 14:19:46 +0000 2018
"The Wall Street Journal stated falsely that I said to them I have a good relationship with Kim Jong Un (of N. Korea). Obviously I didnt say that. I said Id have a good relationship with Kim Jong Un, a big difference. Fortunately we now record conversations with reporters...",Sun Jan 14 12:58:43 +0000 2018
"RT @paulsperry_: Fusion GPS, firm behind disputed Russia dossier, retracts its claim of FBI mole in Trump camp
https://t.co/s6CFPXSVqb",Sun Jan 14 03:49:56 +0000 2018
Disproven and paid for by Democrats Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election? @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!,Thu Jan 11 11:33:06 +0000 2018
"The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems knows there was no collusion, &amp; yet on and on it goes. Russia &amp; the world is laughing at the stupidity they are witnessing. Republicans should finally take control!",Wed Jan 10 15:14:15 +0000 2018
"The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has not been found, would release testimony in such an underhanded and possibly illegal way, totally without authorization, is a disgrace. Must have tough Primary!",Wed Jan 10 15:00:29 +0000 2018
"Now that Russian collusion, after one year of intense study, has proven to be a total hoax on the American public, the Democrats and their lapdogs, the Fake News Mainstream Media, are taking out the old Ronald Reagan playbook and screaming mental stability and intelligence.....",Sat Jan 06 12:19:10 +0000 2018
"Well, now that collusion with Russia is proving to be a total hoax and the only collusion is with Hillary Clinton and the FBI/Russia, the Fake News Media (Mainstream) and this phony new book are hitting out at every new front imaginable. They should try winning an election. Sad!",Fri Jan 05 14:32:44 +0000 2018
"With all of the failed experts weighing in, does anybody really believe that talks and dialogue would be going on between North and South Korea right now if I wasnt firm, strong and willing to commit our total might against the North. Fools, but talks are a good thing!",Thu Jan 04 11:32:22 +0000 2018
"North Korean Leader Kim Jong Un just stated that the Nuclear Button is on his desk at all times. Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button, but it is a much bigger &amp; more powerful one than his, and my Button works!",Wed Jan 03 00:49:19 +0000 2018
"Sanctions and other pressures are beginning to have a big impact on North Korea. Soldiers are dangerously fleeing to South Korea. Rocket man now wants to talk to South Korea for first time. Perhaps that is good news, perhaps not - we will see!",Tue Jan 02 14:08:56 +0000 2018
"While the Fake News loves to talk about my so-called low approval rating, @foxandfriends just showed that my rating on Dec. 28, 2017, was approximately the same as President Obama on Dec. 28, 2009, which was 47%...and this despite massive negative Trump coverage &amp; Russia hoax!",Fri Dec 29 12:46:23 +0000 2017
Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!,Thu Dec 28 16:24:08 +0000 2017
"WOW, @foxandfrlends  Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED. And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!",Tue Dec 26 13:24:27 +0000 2017
"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!",Fri Dec 22 20:47:15 +0000 2017
"Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I dont know and/or have never met. FAKE NEWS!",Tue Dec 12 12:10:58 +0000 2017
"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by Americas friends and foes alike:
REMEMBER PEARL HARBOR. https://t.co/dfev02TwIr",Thu Dec 07 21:10:28 +0000 2017
"Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utahs MAGNIFICENT Capitol.

It was my honor to sign two Presidential Proclamations that will modify the national monuments designations of both Bears Ears and Grand Staircase Escalante...
https://t.co/jiTHcPovCi https://t.co/dIpdAUVoRB",Tue Dec 05 17:46:45 +0000 2017
"Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia, Russia, Russia Witch Hunt. More Networks and papers should do the same with their Fake News!",Sun Dec 03 02:22:40 +0000 2017
"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch.",Thu Nov 30 12:25:00 +0000 2017
Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!,Wed Nov 29 14:40:01 +0000 2017
"After North Korea missile launch, it's more important than ever to fund our gov't &amp; military! Dems shouldn't hold troop funding hostage for amnesty &amp; illegal immigration. I ran on stopping illegal immigration and won big. They can't now threaten a shutdown to get their demands.",Wed Nov 29 01:45:50 +0000 2017
"RT @narendramodi: Had a wonderful meeting with @IvankaTrump, advisor to @POTUS and leader of the US delegation at the @GES2017. https://t.c",Tue Nov 28 23:45:55 +0000 2017
RT @IvankaTrump: It was an honor to meet with you Prime Minister Modi. Thank you for co-hosting the 8th annual Global Entrepreneurship Summ,Tue Nov 28 14:18:20 +0000 2017
"RT @IvankaTrump: Thank you for the warm welcome. Im excited to be in Hyderabad, India for #GES2017. https://t.co/1U08h5L9Rm",Tue Nov 28 13:10:00 +0000 2017
"Since the first day I took office, all you hear is the phony Democrat excuse for losing the election, Russia, Russia,Russia.  Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE AMERICA GREAT AGAIN!",Sun Nov 26 21:29:46 +0000 2017
"...LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contract to support you. But remember LaVar, shoplifting is NOT a little thing. Its a really big deal, especially in China. Ungrateful fool!",Wed Nov 22 10:33:28 +0000 2017
"It wasnt the White House, it wasnt the State Department, it wasnt father LaVars so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor mans version of Don King, but without the hair. Just think..",Wed Nov 22 10:25:22 +0000 2017
"Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!",Sun Nov 19 23:36:40 +0000 2017
"Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!",Sun Nov 19 17:42:36 +0000 2017
"China is sending an Envoy and Delegation to North Korea - A big move, we'll see what happens!",Thu Nov 16 12:43:05 +0000 2017
"To the three UCLA basketball players I say:  You're welcome, go out and give a big Thank You to President Xi Jinping of China who made.....",Thu Nov 16 11:30:14 +0000 2017
"The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China.....",Wed Nov 15 16:35:39 +0000 2017
"Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our friend with the misspelled reset button? Obama tried also, but he had zero chemistry with Putin.",Sun Nov 12 00:43:36 +0000 2017
"When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, not a bad thing. There always playing politics - bad for our country. I want to solve North Korea, Syria, Ukraine, terrorism, and Russia can greatly help!",Sun Nov 12 00:18:32 +0000 2017
"Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve, along with China the dangerous North Korea crisis. Progress being made.",Sun Nov 12 00:16:05 +0000 2017
President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,Sat Nov 11 23:32:25 +0000 2017
"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the Great WALL of China before going to Alaska to greet our AMAZING troops.",Fri Nov 10 01:17:15 +0000 2017
My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a highly respected and powerful representative of his people. It was great being with him and Madame Peng Liyuan!,Thu Nov 09 23:44:17 +0000 2017
"I dont blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!",Thu Nov 09 23:39:56 +0000 2017
In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China.  https://t.co/mK3SB7t3EV,Thu Nov 09 13:58:32 +0000 2017
"President Xi, thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! https://t.co/J9x51h1LBe https://t.co/g4Z7mO5cV9",Thu Nov 09 07:08:33 +0000 2017
Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautiful welcome China! @FLOTUS Melania and I will never forget it! https://t.co/sQoUWIGAiQ,Wed Nov 08 15:40:40 +0000 2017
"On behalf of @FLOTUS Melania and I, THANK YOU for an unforgettableafternoon and eveningat theForbidden City in Beijing, President Xi and Madame Peng Liyuan. We are looking forward to rejoining you tomorrow morning! https://t.co/ma0F7SHbVU",Wed Nov 08 14:27:18 +0000 2017
Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,Wed Nov 08 04:57:40 +0000 2017
"Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j",Wed Nov 08 03:43:59 +0000 2017
"The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreement, &amp; commmitment it has made to the U.S. and its allies. It's broken all of those commitments... https://t.co/xJ4jUpA8d8",Wed Nov 08 03:12:17 +0000 2017
"Join me LIVE in South Korea
#NationalAssembly #POTUSinAsia 
https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY",Wed Nov 08 02:14:20 +0000 2017
"Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.",Wed Nov 08 01:00:15 +0000 2017
Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a,Tue Nov 07 10:25:31 +0000 2017
"It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea.  https://t.co/5NJirz4iNM https://t.co/kNLyONhBCC",Tue Nov 07 07:39:54 +0000 2017
"RT @AbeShinzo: 



@realDonaldTrump https://t.",Tue Nov 07 01:53:41 +0000 2017
"Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!",Mon Nov 06 21:28:20 +0000 2017
"My visit to Japan and friendship with PM Abe will yield many benefits, for our great Country. Massive military &amp; energy orders happening+++!",Mon Nov 06 21:15:32 +0000 2017
#USA #Japan https://t.co/EvxFqAVnFS,Mon Nov 06 13:09:30 +0000 2017
"May God be w/ the people of Sutherland Springs, Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.",Sun Nov 05 20:06:34 +0000 2017
It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,Sun Nov 05 07:28:31 +0000 2017
"Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB",Sun Nov 05 02:59:05 +0000 2017
RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people.  [Thank you]! Until next time ,Sat Nov 04 12:10:41 +0000 2017
"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!",Fri Nov 03 14:45:56 +0000 2017
"Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQs from Singapore back to the U.S.A..... https://t.co/WrqUXBndyZ",Thu Nov 02 19:58:56 +0000 2017
"""Senator Chuck Schumer helping to import Europes problems"" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends",Wed Nov 01 11:40:14 +0000 2017
"All of this ""Russia"" talk right when the Republicans are making their big push for historic Tax Cuts &amp; Reform. Is this coincidental? NOT!",Sun Oct 29 14:48:09 +0000 2017
"...the Uranium to Russia deal, the  33,000 plus deleted Emails, the Comey fix and so much more. Instead they look at phony Trump/Russia,....",Sun Oct 29 14:02:37 +0000 2017
"WHAT HAPPENED

How Team Hillary played the press for fools on Russia
https://t.co/GqpIidk017

NOW WE KNOW! https://t.co/SgWL1HZmkI",Sat Oct 28 02:13:28 +0000 2017
.@FoxNews Chris Wallace: More evidence of Dem collusion with Russia than GOP https://t.co/nACQerJSiu,Fri Oct 27 20:33:50 +0000 2017
"It is now commonly agreed, after many months of COSTLY looking, that there was NO collusion between Russia and Trump. Was collusion with HC!",Fri Oct 27 13:33:40 +0000 2017
Melania and I look forward to being with President Xi &amp; Madame Peng Liyuan in China in two weeks for what will hopefully be a historic trip! https://t.co/uFMonzza7N,Wed Oct 25 19:39:22 +0000 2017
"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade, two very important subjects!",Wed Oct 25 19:24:10 +0000 2017
".@foxandfriends ""Russia sent millions to Clinton Foundation""",Thu Oct 19 12:21:18 +0000 2017
"Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?",Thu Oct 19 11:56:15 +0000 2017
"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!",Thu Oct 19 11:17:52 +0000 2017
RT @mike_pence: .@EdWGillespie is fighting to grow the economy &amp; cut taxes! Hes fighting for a safer VA. And hes is fighting for affordab,Mon Oct 16 00:49:41 +0000 2017
"Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America's...."" Really good book!",Tue Oct 10 12:13:54 +0000 2017
"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!",Mon Oct 09 10:50:34 +0000 2017
"Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid......",Sat Oct 07 19:40:17 +0000 2017
"@IMPDnews @POTUS THANK YOU to the amazing Indianapolis Metropolitan Police Department and all law enforcement officers, for all you do 24/7/365! #LESM https://t.co/XFqxbMBEbP",Fri Sep 29 23:03:31 +0000 2017
"Just arrived in Indianapolis, Indiana to make an announcement on #TaxReform! Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/Dy9UwhkWHL",Wed Sep 27 19:07:02 +0000 2017
Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea.,Tue Sep 26 11:14:41 +0000 2017
"Just heard Foreign Minister of North Korea speak at U.N. If he echoes thoughts of Little Rocket Man, they won't be around much longer!",Sun Sep 24 03:08:07 +0000 2017
Iran just test-fired a Ballistic Missile capable of reaching Israel.They are also working with North Korea.Not much of an agreement we have!,Sat Sep 23 21:59:04 +0000 2017
"The Russia hoax continues, now it's ads on Facebook. What about the totally biased and dishonest Media coverage in favor of Crooked Hillary?",Fri Sep 22 10:44:47 +0000 2017
"Kim Jong Un of North Korea, who is obviously a madman who doesn't mind starving or killing his people, will be tested like never before!",Fri Sep 22 10:28:02 +0000 2017
"Today, I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete denuclearization of #NoKo. https://t.co/igjOSM7N7h",Thu Sep 21 17:58:30 +0000 2017
"It was a great privilege to meet with President Moon of South Korea.
Stay tuned! #UNGA https://t.co/7xYDO5ddUm",Thu Sep 21 16:06:32 +0000 2017
RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by thei,Wed Sep 20 10:47:35 +0000 2017
"After allowing North Korea to research and build Nukes while Secretary of State (Bill C also), Crooked Hillary now criticizes.",Wed Sep 20 10:40:31 +0000 2017
"RT @IvankaTrump: I have long respected India's accomplished and charismatic Foreign Minister @SushmaSwaraj, and it was an honor to meet her",Tue Sep 19 11:22:59 +0000 2017
It was a great honor to be with President @EmmanuelMacron of France this afternoon with his delegation. Great bilateral meeting! #UNGA https://t.co/HnxDDU5d5F,Tue Sep 19 03:01:25 +0000 2017
I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!,Sun Sep 17 11:53:35 +0000 2017
China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!,Thu Sep 14 02:22:57 +0000 2017
It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to the @WhiteHouse today! https://t.co/3pWrBOh8dG,Tue Sep 12 20:12:48 +0000 2017
"Thank you for joining me in Mandan, ND Gov. @DougBurgum, Lt. Gov. @BrentSanfordND, @SenJohnHoeven, @RepKevinCramer &amp; @SenatorHeitkamp. https://t.co/8nIvtHvpu6",Thu Sep 07 00:04:12 +0000 2017
I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,Tue Sep 05 12:36:57 +0000 2017
"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",Sun Sep 03 16:14:31 +0000 2017
"I will be meeting General Kelly, General Mattis and other military leaders at the White House to discuss North Korea. Thank you.",Sun Sep 03 16:07:32 +0000 2017
"South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!",Sun Sep 03 11:46:07 +0000 2017
"..North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.",Sun Sep 03 11:39:38 +0000 2017
North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....,Sun Sep 03 11:30:41 +0000 2017
"The U.S. has been talking to North Korea, and paying them extortion money, for 25 years. Talking is not the answer!",Wed Aug 30 12:47:52 +0000 2017
"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficult,may have to terminate?",Sun Aug 27 13:51:35 +0000 2017
Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!,Wed Aug 16 11:39:34 +0000 2017
"@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!",Tue Aug 15 10:54:32 +0000 2017
"RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' https://t.co/CfPL9u2I2G",Tue Aug 15 02:38:05 +0000 2017
RT @FoxNews: .@AlanDersh: Trump Has 'More Credibility' Than Obama With North Korea https://t.co/0w1L01EL0q https://t.co/9Q3FYUmNy1,Sun Aug 13 22:01:17 +0000 2017
"Military solutions are now fully in place,locked and loaded,should North Korea act unwisely.  Hopefully Kim Jong Un will find another path!",Fri Aug 11 11:29:31 +0000 2017
".@IvankaTrump will lead the U.S. delegation to India this fall, supporting womens entrepreneurship globally.
#GES2017 @narendramodi",Thu Aug 10 20:18:30 +0000 2017
RT @foxandfriends: FOX NEWS ALERT: North Korea responds to U.S. with Guam attack plan as Secretary Mattis warns Kim Jung Un he is grossly,Thu Aug 10 11:17:25 +0000 2017
"RT @TheFive: ""@POTUS being unpredictable is a big asset, North Korea knew exactly what President Obama was going to do.""- @jessebwatters",Thu Aug 10 01:18:36 +0000 2017
"RT @foxandfriends: President Trump vows America will respond to North Korean threats with ""fire &amp; fury"" in a warning to the rogue nation ht",Wed Aug 09 11:26:47 +0000 2017
"RT @foxandfriends: France vehicle attack leaves at least six soldiers injured

https://t.co/bm7gevcQi2",Wed Aug 09 11:24:44 +0000 2017
RT @foxandfriends: Trump vows U.S. 'power' will meet North Korean threat https://t.co/od7Ohr51XD,Wed Aug 09 11:23:25 +0000 2017
"After many years of failure,countries are coming together to  finally address the dangers posed by North Korea. We must be tough &amp; decisive!",Tue Aug 08 11:17:18 +0000 2017
RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy,Tue Aug 08 10:41:59 +0000 2017
The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!,Mon Aug 07 20:15:18 +0000 2017
Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!,Mon Aug 07 11:47:36 +0000 2017
"...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs.....",Mon Aug 07 11:04:19 +0000 2017
Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.,Mon Aug 07 01:22:08 +0000 2017
United Nations Resolution is the single largest economic sanctions package ever on North Korea. Over one billion dollars in cost to N.K.,Sat Aug 05 23:14:18 +0000 2017
The United Nations Security Council just voted 15-0 to sanction North Korea. China and Russia voted with us. Very big financial impact!,Sat Aug 05 22:44:34 +0000 2017
"Our relationship with Russia is at an all-time &amp; very dangerous  low. You can thank Congress, the same people that can't even give us HCare!",Thu Aug 03 12:18:49 +0000 2017
"...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!",Sat Jul 29 23:35:13 +0000 2017
"I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...",Sat Jul 29 23:29:05 +0000 2017
"In other words, Russia was against Trump in the 2016 Election - and why not, I want strong military &amp; low oil prices. Witch Hunt! https://t.co/mMSxj4Su5z",Sat Jul 29 11:07:18 +0000 2017
"""One of the things that has been lost in the politics of this situation is that the Russians collected and spread negative information.....",Thu Jul 27 13:35:35 +0000 2017
"Jared Kushner did very well yesterday in proving he did not collude with the Russians. Witch Hunt. Next up, 11 year old Barron Trump!",Tue Jul 25 10:52:27 +0000 2017
"Sleazy Adam Schiff, the totally biased Congressman looking into ""Russia,"" spends all of his time on television pushing the Dem loss excuse!",Mon Jul 24 13:12:59 +0000 2017
"So why aren't the Committees and investigators, and of course our beleaguered A.G., looking into Crooked Hillarys crimes &amp; Russia relations?",Mon Jul 24 12:49:38 +0000 2017
"After 1 year of investigation with Zero evidence being found, Chuck Schumer just stated that ""Democrats should blame ourselves,not Russia.""",Mon Jul 24 10:52:39 +0000 2017
"As the phony Russian Witch Hunt continues, two groups are laughing at this excuse for a lost election taking hold, Democrats and Russians!",Sun Jul 23 20:09:05 +0000 2017
"To every PATRIOT who will serve on the #USSGeraldRFord:
Keep the watch
Protect her
Defend her
LOVE HER
Good Luck &amp; Godspeed! https://t.co/shcz5GQkCh",Sun Jul 23 00:50:17 +0000 2017
"American steel &amp; American hands have constructed a 100,000 ton message to the world: American MIGHT IS SECOND TO NONE!
#USSGeraldRFord #USA https://t.co/Pibf37Eybg",Sat Jul 22 22:57:01 +0000 2017
A ship is only as good as the people who serve on it  and the AMERICAN SAILOR is the BEST in the world. @USNavy #USSGeraldRFord https://t.co/YmiTLXcCEh,Sat Jul 22 19:22:35 +0000 2017
"Join me live for the commissioning ceremony of the USS Gerald R. Ford!
https://t.co/F78iOR64TW #USA https://t.co/PrVceEmPOB",Sat Jul 22 14:43:18 +0000 2017
"...What about all of the Clinton ties to Russia, including Podesta Company, Uranium deal, Russian Reset, big dollar speeches etc.",Sat Jul 22 11:47:53 +0000 2017
"This morning I will be going to the Commissioning Ceremony for the largest aircraft carrier in the world, The Gerald R. Ford.  Norfolk, Va.",Sat Jul 22 10:52:00 +0000 2017
The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,Wed Jul 19 00:59:56 +0000 2017
"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew!",Wed Jul 19 00:53:12 +0000 2017
Thank you to former campaign adviser Michael Caputo for saying so powerfully that there was no Russian collusion in our winning campaign.,Sun Jul 16 11:04:07 +0000 2017
"Stock Market hit another all-time high yesterday - despite the Russian hoax story! Also, jobs numbers are starting to look very good!",Sat Jul 15 16:30:23 +0000 2017
"President @EmmanuelMacron,
Thank you for inviting Melania and myself to such a historic celebration in France. #BastilleDay #14juillet https://t.co/KZjJQOo0H1",Fri Jul 14 22:39:14 +0000 2017
"Just landed from Paris, France. It was an incredible visit with President @EmmanuelMacron. A lot discussed and accomplished in two days!",Fri Jul 14 22:22:58 +0000 2017
